m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3190"
"2012-11-01 00:00:00","c#","12230"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13596"
"2012-11-01 00:00:00","javascript","12329"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11763"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10947"
"2012-12-01 00:00:00","c++","5681"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12408"
"2012-12-01 00:00:00","javascript","11741"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11039"
"2012-12-01 00:00:00","python","5748"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12750"
"2013-01-01 00:00:00","c++","6037"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13696"
"2013-01-01 00:00:00","javascript","13786"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12842"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3092"
"2013-02-01 00:00:00","c#","12479"
"2013-02-01 00:00:00","c++","6062"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13683"
"2013-02-01 00:00:00","javascript","13613"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12525"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2215"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3438"
"2013-03-01 00:00:00","c#","14226"
"2013-03-01 00:00:00","c++","7173"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15889"
"2013-03-01 00:00:00","javascript","15274"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14078"
"2013-03-01 00:00:00","python","7611"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3522"
"2013-04-01 00:00:00","c#","13871"
"2013-04-01 00:00:00","c++","7111"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16201"
"2013-04-01 00:00:00","javascript","15300"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13372"
"2013-04-01 00:00:00","python","7922"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","302"
"2013-05-01 00:00:00","c","3189"
"2013-05-01 00:00:00","c#","13446"
"2013-05-01 00:00:00","c++","6822"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15245"
"2013-05-01 00:00:00","javascript","15026"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13047"
"2013-05-01 00:00:00","python","7797"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2338"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","294"
"2013-06-01 00:00:00","c","2933"
"2013-06-01 00:00:00","c#","12764"
"2013-06-01 00:00:00","c++","6181"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13896"
"2013-06-01 00:00:00","javascript","14574"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12676"
"2013-06-01 00:00:00","python","7587"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2221"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14148"
"2013-07-01 00:00:00","c++","6568"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15152"
"2013-07-01 00:00:00","javascript","16782"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14267"
"2013-07-01 00:00:00","python","8599"
"2013-07-01 00:00:00","r","1967"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3004"
"2013-08-01 00:00:00","c#","13832"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15037"
"2013-08-01 00:00:00","javascript","16804"
"2013-08-01 00:00:00","perl","835"
"2013-08-01 00:00:00","php","14280"
"2013-08-01 00:00:00","python","7932"
"2013-08-01 00:00:00","r","1918"
"2013-08-01 00:00:00","ruby","2479"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3387"
"2013-09-01 00:00:00","c#","13737"
"2013-09-01 00:00:00","c++","6542"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16237"
"2013-09-01 00:00:00","javascript","17664"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14219"
"2013-09-01 00:00:00","python","7956"
"2013-09-01 00:00:00","r","1711"
"2013-09-01 00:00:00","ruby","2388"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","378"
"2013-10-01 00:00:00","c","4232"
"2013-10-01 00:00:00","c#","15174"
"2013-10-01 00:00:00","c++","7961"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18671"
"2013-10-01 00:00:00","javascript","19683"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15276"
"2013-10-01 00:00:00","python","9476"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","418"
"2013-11-01 00:00:00","c","4283"
"2013-11-01 00:00:00","c#","14570"
"2013-11-01 00:00:00","c++","8119"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18729"
"2013-11-01 00:00:00","javascript","18464"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14859"
"2013-11-01 00:00:00","python","9482"
"2013-11-01 00:00:00","r","2187"
"2013-11-01 00:00:00","ruby","2574"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3498"
"2013-12-01 00:00:00","c#","13604"
"2013-12-01 00:00:00","c++","7002"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17426"
"2013-12-01 00:00:00","javascript","17986"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14407"
"2013-12-01 00:00:00","python","8447"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2442"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3729"
"2014-01-01 00:00:00","c#","15307"
"2014-01-01 00:00:00","c++","7686"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18631"
"2014-01-01 00:00:00","javascript","21082"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16749"
"2014-01-01 00:00:00","python","9827"
"2014-01-01 00:00:00","r","2346"
"2014-01-01 00:00:00","ruby","2758"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3967"
"2014-02-01 00:00:00","c#","15100"
"2014-02-01 00:00:00","c++","7659"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19195"
"2014-02-01 00:00:00","javascript","21106"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16482"
"2014-02-01 00:00:00","python","9884"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","ruby","2601"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4553"
"2014-03-01 00:00:00","c#","16136"
"2014-03-01 00:00:00","c++","8660"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21924"
"2014-03-01 00:00:00","javascript","22595"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18272"
"2014-03-01 00:00:00","python","11409"
"2014-03-01 00:00:00","r","2806"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","4001"
"2014-04-01 00:00:00","c#","15263"
"2014-04-01 00:00:00","c++","8113"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20795"
"2014-04-01 00:00:00","javascript","21352"
"2014-04-01 00:00:00","perl","821"
"2014-04-01 00:00:00","php","17584"
"2014-04-01 00:00:00","python","10741"
"2014-04-01 00:00:00","r","2730"
"2014-04-01 00:00:00","ruby","2743"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3252"
"2014-05-01 00:00:00","c#","13861"
"2014-05-01 00:00:00","c++","6769"
"2014-05-01 00:00:00","delphi","470"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17908"
"2014-05-01 00:00:00","javascript","19708"
"2014-05-01 00:00:00","perl","795"
"2014-05-01 00:00:00","php","14692"
"2014-05-01 00:00:00","python","9230"
"2014-05-01 00:00:00","r","2580"
"2014-05-01 00:00:00","ruby","2672"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","268"
"2014-06-01 00:00:00","c","2765"
"2014-06-01 00:00:00","c#","12472"
"2014-06-01 00:00:00","c++","5661"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15882"
"2014-06-01 00:00:00","javascript","18260"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12981"
"2014-06-01 00:00:00","python","8906"
"2014-06-01 00:00:00","r","2398"
"2014-06-01 00:00:00","ruby","2332"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2826"
"2014-07-01 00:00:00","c#","13658"
"2014-07-01 00:00:00","c++","6263"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17327"
"2014-07-01 00:00:00","javascript","20081"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14240"
"2014-07-01 00:00:00","python","9903"
"2014-07-01 00:00:00","r","2635"
"2014-07-01 00:00:00","ruby","2555"
"2014-07-01 00:00:00","swift","1634"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2673"
"2014-08-01 00:00:00","c#","12478"
"2014-08-01 00:00:00","c++","5876"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15710"
"2014-08-01 00:00:00","javascript","18427"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13177"
"2014-08-01 00:00:00","python","9106"
"2014-08-01 00:00:00","r","2475"
"2014-08-01 00:00:00","ruby","2462"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3231"
"2014-09-01 00:00:00","c#","12319"
"2014-09-01 00:00:00","c++","6183"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16687"
"2014-09-01 00:00:00","javascript","18124"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13350"
"2014-09-01 00:00:00","python","8770"
"2014-09-01 00:00:00","r","2362"
"2014-09-01 00:00:00","ruby","2274"
"2014-09-01 00:00:00","swift","1900"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3802"
"2014-10-01 00:00:00","c#","12548"
"2014-10-01 00:00:00","c++","6836"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17885"
"2014-10-01 00:00:00","javascript","18907"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13594"
"2014-10-01 00:00:00","python","9581"
"2014-10-01 00:00:00","r","2777"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2464"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3662"
"2014-11-01 00:00:00","c#","11871"
"2014-11-01 00:00:00","c++","6551"
"2014-11-01 00:00:00","delphi","427"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17839"
"2014-11-01 00:00:00","javascript","17967"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13031"
"2014-11-01 00:00:00","python","9565"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","swift","2559"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3151"
"2014-12-01 00:00:00","c#","11078"
"2014-12-01 00:00:00","c++","6078"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16367"
"2014-12-01 00:00:00","javascript","16971"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12330"
"2014-12-01 00:00:00","python","9036"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2146"
"2014-12-01 00:00:00","swift","2487"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3207"
"2015-01-01 00:00:00","c#","11738"
"2015-01-01 00:00:00","c++","6127"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16527"
"2015-01-01 00:00:00","javascript","18521"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13601"
"2015-01-01 00:00:00","python","9677"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2427"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3363"
"2015-02-01 00:00:00","c#","11783"
"2015-02-01 00:00:00","c++","6470"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16747"
"2015-02-01 00:00:00","javascript","18661"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13516"
"2015-02-01 00:00:00","python","10196"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13268"
"2015-03-01 00:00:00","c++","7388"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19755"
"2015-03-01 00:00:00","javascript","20536"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14912"
"2015-03-01 00:00:00","python","11600"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3592"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13092"
"2015-04-01 00:00:00","c++","7143"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19798"
"2015-04-01 00:00:00","javascript","20898"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14967"
"2015-04-01 00:00:00","python","11444"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3521"
"2015-05-01 00:00:00","c#","13361"
"2015-05-01 00:00:00","c++","6814"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18535"
"2015-05-01 00:00:00","javascript","22146"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14581"
"2015-05-01 00:00:00","python","11212"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3797"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13532"
"2015-06-01 00:00:00","c++","6517"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17845"
"2015-06-01 00:00:00","javascript","22614"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14370"
"2015-06-01 00:00:00","python","11805"
"2015-06-01 00:00:00","r","3429"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2812"
"2015-07-01 00:00:00","c#","14118"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18694"
"2015-07-01 00:00:00","javascript","23969"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15376"
"2015-07-01 00:00:00","python","12314"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13227"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17090"
"2015-08-01 00:00:00","javascript","22162"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14247"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2314"
"2015-08-01 00:00:00","swift","5086"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12922"
"2015-09-01 00:00:00","c++","5911"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16935"
"2015-09-01 00:00:00","javascript","21396"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13507"
"2015-09-01 00:00:00","python","10963"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2158"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12793"
"2015-10-01 00:00:00","c++","7048"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18538"
"2015-10-01 00:00:00","javascript","21823"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13910"
"2015-10-01 00:00:00","python","12480"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4296"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3613"
"2015-11-01 00:00:00","c#","12380"
"2015-11-01 00:00:00","c++","7084"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17771"
"2015-11-01 00:00:00","javascript","21267"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13322"
"2015-11-01 00:00:00","python","12289"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","ruby","1955"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3085"
"2015-12-01 00:00:00","c#","12137"
"2015-12-01 00:00:00","c++","6558"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16545"
"2015-12-01 00:00:00","javascript","21077"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13732"
"2015-12-01 00:00:00","python","11654"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4372"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3044"
"2016-01-01 00:00:00","c#","12360"
"2016-01-01 00:00:00","c++","6096"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16618"
"2016-01-01 00:00:00","javascript","22506"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14583"
"2016-01-01 00:00:00","python","12347"
"2016-01-01 00:00:00","r","3538"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4784"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","c","3276"
"2016-02-01 00:00:00","c#","12730"
"2016-02-01 00:00:00","c++","6553"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17843"
"2016-02-01 00:00:00","javascript","22470"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14912"
"2016-02-01 00:00:00","python","13246"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3441"
"2016-03-01 00:00:00","c#","13607"
"2016-03-01 00:00:00","c++","7017"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19891"
"2016-03-01 00:00:00","javascript","24091"
"2016-03-01 00:00:00","perl","468"
"2016-03-01 00:00:00","php","15125"
"2016-03-01 00:00:00","python","14059"
"2016-03-01 00:00:00","r","4043"
"2016-03-01 00:00:00","ruby","2258"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3353"
"2016-04-01 00:00:00","c#","13713"
"2016-04-01 00:00:00","c++","6889"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19471"
"2016-04-01 00:00:00","javascript","23447"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14459"
"2016-04-01 00:00:00","python","13651"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4747"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2718"
"2016-05-01 00:00:00","c#","13491"
"2016-05-01 00:00:00","c++","6130"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17021"
"2016-05-01 00:00:00","javascript","22988"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14432"
"2016-05-01 00:00:00","python","13100"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4414"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13055"
"2016-06-01 00:00:00","c++","5714"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15905"
"2016-06-01 00:00:00","javascript","22143"
"2016-06-01 00:00:00","perl","439"
"2016-06-01 00:00:00","php","13615"
"2016-06-01 00:00:00","python","12903"
"2016-06-01 00:00:00","r","3864"
"2016-06-01 00:00:00","ruby","2108"
"2016-06-01 00:00:00","swift","4791"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","11998"
"2016-07-01 00:00:00","c++","5464"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14936"
"2016-07-01 00:00:00","javascript","22202"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12911"
"2016-07-01 00:00:00","python","12822"
"2016-07-01 00:00:00","r","3743"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4929"
"2016-08-01 00:00:00","assembly","257"
"2016-08-01 00:00:00","c","2213"
"2016-08-01 00:00:00","c#","12719"
"2016-08-01 00:00:00","c++","5015"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15173"
"2016-08-01 00:00:00","javascript","22657"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12872"
"2016-08-01 00:00:00","python","12909"
"2016-08-01 00:00:00","r","3784"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4901"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11099"
"2016-09-01 00:00:00","c++","5138"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14669"
"2016-09-01 00:00:00","javascript","20443"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12127"
"2016-09-01 00:00:00","python","12330"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4856"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11449"
"2016-10-01 00:00:00","c++","5965"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15322"
"2016-10-01 00:00:00","javascript","20438"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12257"
"2016-10-01 00:00:00","python","13499"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3262"
"2016-11-01 00:00:00","c#","11645"
"2016-11-01 00:00:00","c++","6076"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
